text	label
11.3 members agree to cooperate with and assist airbnb in good faith , and to provide airbnb with such information and take such actions as may be reasonably requested by airbnb , in connection with any damage claims or other complaints or claims made by members relating to accommodations or any personal or other property located at an accommodation ( including , without limitation , payment requests made under the airbnb host guarantee ) , experiences , or co-host agreements . 	Other
a member shall , upon airbnb 's reasonable request and at no cost to the member , participate in mediation or a similar resolution process with another member , which process will be conducted by airbnb or a third party selected by airbnb or its insurer , with respect to losses for which a member is requesting payment from airbnb ( including but not limited to payments under the airbnb host guarantee ) . 	Other
11.4 if you are a guest or a co-host , you understand and agree that airbnb may make a claim under your homeowner 's , renter 's or other insurance policy related to any damage or loss that you may have caused , or been responsible for , to an accommodation or any personal or other property located at an accommodation ( including without limitation amounts paid by airbnb under the airbnb host guarantee ) . 	Other
you agree to cooperate with and assist airbnb in good faith , and to provide airbnb with such information as may be reasonably requested by airbnb , to make a claim under your homeowner 's , renter 's or other insurance policy , including , but not limited to , executing documents and taking such further acts as airbnb may reasonably request to assist airbnb in accomplishing the foregoing . 	Other
12.1 airbnb may , in its sole discretion , round up or round down amounts that are payable from or to guests or hosts to the nearest whole functional base unit in which the currency is denominated ( i.e. to the nearest dollar , euro or other supported currency ) ; for example , airbnb will round up an amount of $ 101.50 to $ 102.00 , and round down an amount of $ 101.49 to $ 101.00 . 	Other
for currencies that are denominated in large numbers , airbnb may determine the functional base unit in which those currencies are denominated to be 10 , 100 or 1,000 of the currency ; for example , airbnb may round up an amount of 1,045 up to 1,050 and 1,044 down to 1,040 , or 837,500 up to 838,000 and 837,499 down to 837,000 . 	Other
12.2 the airbnb platform facilitates bookings between guests and hosts who may prefer to pay in a currency different from their destination currency , which may require currency conversions to accommodate these differing currency preferences . 	Other
although the airbnb platform allows members to view the price of listings in a number of currencies , the currencies available for members to make and receive payments may be limited , and may not include the default currency in any given geographic location . 	Other
details regarding currency conversion , including any associated fees , are detailed in the payments terms . 	Other
13.1 as a host you are solely responsible for determining your obligations to report , collect , remit or include in your listing fees any applicable vat or other indirect sales taxes , occupancy tax , tourist or other visitor taxes or income taxes ( `` taxes '' ) . 	Other
13.2 tax regulations may require us to collect appropriate tax information from hosts , or to withhold taxes from payouts to hosts , or both . 	Other
if a host fails to provide us with documentation that we determine to be sufficient to alleviate our obligation ( if any ) to withhold taxes from payouts to you , we reserve the right to freeze all payouts , withhold such amounts as required by law , or to do both , until resolution . 	Other
13.3 you understand that any appropriate governmental agency , department and/or authority ( `` tax authority '' ) where your accommodation is located may require taxes to be collected from guests or hosts on listing fees , and to be remitted to the respective tax authority . 	Other
the laws in jurisdictions may vary , but these taxes may be required to be collected and remitted as a percentage of the listing fees set by hosts , a set amount per day , or other variations , and are sometimes called `` transient occupancy taxes , '' `` hotel taxes , '' `` lodging taxes , '' `` city taxes , '' `` room taxes '' or `` tourist taxes '' ( `` occupancy taxes '' ) . 	Other
13.4 in certain jurisdictions , airbnb may decide in its sole discretion to facilitate collection and remittance of occupancy taxes from or on behalf of guests or hosts , in accordance these terms ( `` collection and remittance '' ) if such jurisdiction asserts airbnb or hosts have an occupancy tax collection and remittance obligation . 	Other
in any jurisdiction in which we decide to facilitate direct collection and remittance , you hereby instruct and authorize airbnb ( via airbnb payments ) to collect occupancy taxes from guests on the host 's behalf at the time listing fees are collected , and to remit such occupancy taxes to the tax authority . 	Other
the amount of occupancy taxes , if any , collected and remitted by airbnb will be visible to and separately stated to both guests and hosts on their respective transaction documents . 	Other
where airbnb is facilitating collection and remittance , hosts are not permitted to collect any occupancy taxes being collected by airbnb relating to their accommodations in that jurisdiction . 	Other
13.5 you agree that any claim or cause of action relating to airbnb 's facilitation of collection and remittance of occupancy taxes shall not extend to any supplier or vendor that may be used by airbnb in connection with facilitation of collection and remittance , if any . 	Other
guests and hosts agree that we may seek additional amounts from you in the event that the taxes collected and/or remitted are insufficient to fully discharge your obligations to the tax authority , and agree that your sole remedy for occupancy taxes collected is a refund of occupancy taxes collected by airbnb from the applicable tax authority in accordance with applicable procedures set by that tax authority . 	Other
13.6 airbnb reserves the right , with prior notice to hosts , to cease the collection and remittance in any jurisdiction for any reason at which point hosts and guests are once again solely responsible and liable for the collection and/or remittance of any and all occupancy taxes that may apply to accommodations in that jurisdiction . 	Other
14.1 you are solely responsible for compliance with any and all laws , rules , regulations , and tax obligations that may apply to your use of the airbnb platform . 	Other
in connection with your use of the airbnb platform , you will not and will not assist or enable others to : 	Other
breach or circumvent any applicable laws or regulations , agreements with third-parties , third-party rights , or our terms , policies or standards ; 	Other
use the airbnb platform or collective content for any commercial or other purposes that are not expressly permitted by these terms or in a manner that falsely implies airbnb endorsement , partnership or otherwise misleads others as to your affiliation with airbnb ; 	Other
copy , store or otherwise access or use any information , including personally identifiable information about any other member , contained on the airbnb platform in any way that is inconsistent with airbnb 's privacy policy or these terms or that otherwise violates the privacy rights of members or third parties ; 	Other
use the airbnb platform in connection with the distribution of unsolicited commercial messages ( `` spam '' ) ; 	Other
offer , as a host , any accommodation that you do not yourself own or have permission to make available as a residential or other property through the airbnb platform ; 	Other
unless airbnb explicitly permits otherwise , book any listing if you will not actually be using the host services yourself ; 	Other
contact another member for any purpose other than asking a question related to a your own booking , listing , or the member 's use of the airbnb platform , including , but not limited to , recruiting or otherwise soliciting any member to join third-party services , applications or websites , without our prior written approval ; 	Other
use the airbnb platform to request , make or accept a booking independent of the airbnb platform , to circumvent any service fees or for any other reason ; 	Other
request , accept or make any payment for listing fees outside of the airbnb platform or airbnb payments . 	Other
if you do so , you acknowledge and agree that you : ( i ) would be in breach of these terms ; ( ii ) accept all risks and responsibility for such payment , and ( iii ) hold airbnb harmless from any liability for such payment ; 	Other
discriminate against or harass anyone on the basis of race , national origin , religion , gender , gender identity , physical or mental disability , medical condition , marital status , age or sexual orientation , or otherwise engage in any abusive or disruptive behavior ; 	Other
use , display , mirror or frame the airbnb platform or collective content , or any individual element within the airbnb platform , airbnb 's name , any airbnb trademark , logo or other proprietary information , or the layout and design of any page or form contained on a page in the airbnb platform , without airbnb 's express written consent ; 	Other
dilute , tarnish or otherwise harm the airbnb brand in any way , including through unauthorized use of collective content , registering and/or using airbnb or derivative terms in domain names , trade names , trademarks or other source identifiers , or registering and/or using domains names , trade names , trademarks or other source identifiers that closely imitate or are confusingly similar to airbnb domains , trademarks , taglines , promotional campaigns or collective content ; 	Other
use any robots , spider , crawler , scraper or other automated means or processes to access , collect data or other content from or otherwise interact with the airbnb platform for any purpose ; 	Other
avoid , bypass , remove , deactivate , impair , descramble , or otherwise attempt to circumvent any technological measure implemented by airbnb or any of airbnb 's providers or any other third party to protect the airbnb platform ; 	Other
attempt to decipher , decompile , disassemble or reverse engineer any of the software used to provide the airbnb platform ; 	Other
take any action that damages or adversely affects , or could damage or adversely affect the performance or proper functioning of the airbnb platform ; 	Other
export , re-export , import , or transfer the application except as authorized by united states law , the export control laws of your jurisdiction , and any other applicable laws ; or 	Other
violate or infringe anyone else 's rights or otherwise cause harm to anyone . 	Other
14.2 you acknowledge that airbnb has no obligation to monitor the access to or use of the airbnb platform by any member or to review , disable access to , or edit any member content , but has the right to do so to ( i ) operate , secure and improve the airbnb platform ( including without limitation for fraud prevention , risk assessment , investigation and customer support purposes ) ; ( ii ) ensure members ' compliance with these terms ; ( iii ) comply with applicable law or the order or requirement of a court , law enforcement or other administrative agency or governmental body ; ( iv ) respond to member content that it determines is harmful or objectionable ; or ( v ) as otherwise set forth in these terms . 	Other
members agree to cooperate with and assist airbnb in good faith , and to provide airbnb with such information and take such actions as may be reasonably requested by airbnb with respect to any investigation undertaken by airbnb or a representative of airbnb regarding the use or abuse of the airbnb platform . 	Other
14.3 if you feel that any member you interact with , whether online or in person , is acting or has acted inappropriately , including but not limited to anyone who ( i ) engages in offensive , violent or sexually inappropriate behavior , ( ii ) you suspect of stealing from you , or ( iii ) engages in any other disturbing conduct , you should immediately report such person to the appropriate authorities and then to airbnb by contacting us with your police station and report number ( if available ) ; provided that your report will not obligate us to take any action beyond that required by law ( if any ) or cause us to incur any liability to you . 	Other
term and termination , suspension and other measures 	Other
15.1 this agreement shall be effective for a 30-day term , at the end of which it will automatically and continuously renew for subsequent 30-day terms until such time when you or airbnb terminate the agreement in accordance with this provision . 	Other
15.2 you may terminate this agreement at any time via the `` cancel account '' feature on the airbnb platform or by sending us an email . 	Other
if you cancel your airbnb account as a host , any confirmed booking ( s ) will be automatically cancelled and your guests will receive a full refund . 	Other
if you cancel your airbnb account as a guest , any confirmed booking ( s ) will be automatically cancelled and any refund will depend upon the terms of the listing 's cancellation policy . 	Other
15.3 without limiting our rights specified below , airbnb may terminate this agreement for convenience at any time by giving you thirty ( 30 ) days ' notice via email to your registered email address . 	Unilateral change
15.4 airbnb may immediately , without notice terminate this agreement if ( i ) you have materially breached your obligations under these terms , the payments terms , our policies or standards , ( ii ) you have violated applicable laws , regulations or third party rights , or ( iii ) airbnb believes in good faith that such action is reasonably necessary to protect the personal safety or property of airbnb , its members , or third parties ( for example in the case of fraudulent behavior of a member ) . 	Unilateral change
cancel any pending or confirmed bookings ; 	Other
in case of non-material breaches and where appropriate , you will be given notice of any intended measure by airbnb and an opportunity to resolve the issue to airbnb 's reasonable satisfaction . 	Other
15.6 if we take any of the measures described above ( i ) we may refund your guests in full for any and all confirmed bookings that have been cancelled , irrespective of preexisting cancellation policies , and ( ii ) you will not be entitled to any compensation for pending or confirmed bookings that were cancelled . 	Other
15.7 when this agreement has been terminated , you are not entitled to a restoration of your airbnb account or any of your member content . 	Other
if your access to or use of the airbnb platform has been limited or your airbnb account has been suspended or this agreement has been terminated by us , you may not register a new airbnb account or access and use the airbnb platform through an airbnb account of another member . 	Other
15.8 unless you reside in germany , if you or we terminate this agreement , the clauses of these terms that reasonably should survive termination of the agreement will remain in effect . 	Other
if you choose to use the airbnb platform or collective content , you do so voluntarily and at your sole risk . 	Other
the airbnb platform and collective content is provided `` as is '' , without warranty of any kind , either express or implied . 	Other
you agree that you have had whatever opportunity you deem necessary to investigate the airbnb services , laws , rules , or regulations that may be applicable to your listings and/or host services you are receiving and that you are not relying upon any statement of law or fact made by airbnb relating to a listing . 	Other
if we choose to conduct identity verification or background checks on any member , to the extent permitted by applicable law , we disclaim warranties of any kind , either express or implied , that such checks will identify prior misconduct by a member or guarantee that a member will not engage in misconduct in the future . 	Other
you agree that some experiences , events or other host services may carry inherent risk , and by participating in those host services , you choose to assume those risks voluntarily . 	Other
for example , some host services may carry risk of illness , bodily injury , disability , or death , and you freely and willfully assume those risks by choosing to participate in those host services . 	Other
you assume full responsibility for the choices you make before , during and after your participation in a host service . 	Other
if you are bringing a minor as an additional guest , you are solely responsible for the supervision of that minor throughout the duration of your host service and to the maximum extent permitted by law , you agree to release and hold harmless airbnb from all liabilities and claims that arise in any way from any injury , death , loss or harm that occurs to that minor during the host service or in any way related to your host service . 	Other
the foregoing disclaimers apply to the maximum extent permitted by law . 	Other
you may have other statutory rights . 	Other
however , the duration of statutorily required warranties , if any , shall be limited to the maximum extent permitted by law . 	Other
17.1 unless you reside in the eu , you acknowledge and agree that , to the maximum extent permitted by law , the entire risk arising out of your access to and use of the airbnb platform and collective content , your publishing or booking of any listing via the airbnb platform , your stay at any accommodation , participation in any experience or event or use of any other host service or any other interaction you have with other members whether in person or online remains with you . 	Other
neither airbnb nor any other party involved in creating , producing , or delivering the airbnb platform or collective content will be liable for any incidental , special , exemplary or consequential damages , including lost profits , loss of data or loss of goodwill , service interruption , computer damage or system failure or the cost of substitute products or services , or for any damages for personal or bodily injury or emotional distress arising out of or in connection with ( i ) these terms , ( ii ) from the use of or inability to use the airbnb platform or collective content , ( iii ) from any communications , interactions or meetings with other members or other persons with whom you communicate , interact or meet with as a result of your use of the airbnb platform , or ( iv ) from your publishing or booking of a listing , including the provision or use of a listing 's host services , whether based on warranty , contract , tort ( including negligence ) , product liability or any other legal theory , and whether or not airbnb has been informed of the possibility of such damage , even if a limited remedy set forth herein is found to have failed of its essential purpose . 	Arbitration
except for our obligations to pay amounts to applicable hosts pursuant to these terms or an approved payment request under the airbnb host guarantee , in no event will airbnb 's aggregate liability arising out of or in connection with these terms and your use of the airbnb platform including , but not limited to , from your publishing or booking of any listings via the airbnb platform , or from the use of or inability to use the airbnb platform or collective content and in connection with any accommodation , experiences , event or other host service , or interactions with any other members , exceed the amounts you have paid or owe for bookings via the airbnb platform as a guest in the twelve ( 12 ) month period prior to the event giving rise to the liability , or if you are a host , the amounts paid by airbnb to you in the twelve ( 12 ) month period prior to the event giving rise to the liability , or one hundred u.s. dollars ( us$ 100 ) , if no such payments have been made , as applicable . 	Arbitration
the limitations of damages set forth above are fundamental elements of the basis of the bargain between airbnb and you . 	Other
some jurisdictions do not allow the exclusion or limitation of liability for consequential or incidental damages , so the above limitation may not apply to you . 	Other
if you reside outside of the u.s. , this does not affect airbnb 's liability for death or personal injury arising from its negligence , nor for fraudulent misrepresentation , misrepresentation as to a fundamental matter or any other liability which can not be excluded or limited under applicable law . 	Other
17.2 if you reside in the eu , airbnb is liable under statutory provisions for intent and gross negligence by us , our legal representatives , directors , or other vicarious agents . 	Other
the same applies to the assumption of guarantees or any other strict liability , or in case of a culpable injury to life , limb , or health . 	Other
airbnb is liable for any negligent breaches of essential contractual obligations by us , our legal representatives , directors , or other vicarious agents . 	Other
essential contractual obligations are such duties of airbnb in whose proper fulfilment you regularly trust and must trust for the proper execution of the contract but the amount shall be limited to the typically occurring foreseeable damage . 	Other
any additional liability of airbnb is excluded . 	Other
you agree to release , defend ( at airbnb 's option ) , indemnify , and hold airbnb and its affiliates and subsidiaries , and their officers , directors , employees and agents , harmless from and against any claims , liabilities , damages , losses , and expenses , including , without limitation , reasonable legal and accounting fees , arising out of or in any way connected with ( i ) your breach of these terms or our policies or standards , ( ii ) your improper use of the airbnb platform or any airbnb services , ( iii ) your interaction with any member , stay at an accommodation , participation in an experience , event or other host service , including without limitation any injuries , losses or damages ( whether compensatory , direct , incidental , consequential or otherwise ) of any kind arising in connection with or as a result of such interaction , stay , participation or use , ( iv ) airbnb 's collection and remittance of occupancy taxes , or ( v ) your breach of any laws , regulations or third party rights . 	Other
19.1 this dispute resolution and arbitration agreement shall apply if you ( i ) reside in the united states ; or ( ii ) do not reside in the united states , but bring any claim against airbnb in the united states ( to the extent not in conflict with section 21 ) . 	Other
19.2 overview of dispute resolution process . 	Other
airbnb is committed to participating in a consumer-friendly dispute resolution process . 	Other
to that end , these terms provide for a two-part process for individuals to whom section 19.1 applies : ( 1 ) an informal negotiation directly with airbnb 's customer service team , and ( 2 ) a binding arbitration administered by the american arbitration association ( `` aaa '' ) using its specially designed consumer arbitration rules ( as modified by this section 19 ) . 	Other
specifically , the process provides : 	Other
claims can be filed with aaa online ( www.adr.org ) ; 	Other
arbitrators must be neutral and no party may unilaterally select an arbitrator ; 	Other
arbitrators must disclose any bias , interest in the result of the arbitration , or relationship with any party ; 	Other
parties retain the right to seek relief in small claims court for certain claims , at their option ; 	Other
the initial filing fee for the consumer is capped at $ 200 ; 	Other
the consumer gets to elect the hearing location and can elect to participate live , by phone , video conference , or , for claims under $ 25,000 , by the submission of documents ; 	Other
the arbitrator can grant any remedy that the parties could have received in court to resolve the party 's individual claim . 	Other
19.3 pre-arbitration dispute resolution and notification . 	Other
prior to initiating an arbitration , you and airbnb each agree to notify the other party of the dispute and attempt to negotiate an informal resolution to it first . 	Other
we will contact you at the email address you have provided to us ; you can contact airbnb 's customer service team by emailing us . 	Other
if after a good faith effort to negotiate one of us feels the dispute has not and can not be resolved informally , the party intending to pursue arbitration agrees to notify the other party via email prior to initiating the arbitration . 	Other
in order to initiate arbitration , a claim must be filed with the aaa and the written demand for arbitration ( available at www.adr.org ) provided to the other party , as specified in the aaa rules . 	Other
you and airbnb mutually agree that any dispute , claim or controversy arising out of or relating to these terms or the breach , termination , enforcement or interpretation thereof , or to the use of the airbnb platform , the host services , or the collective content ( collectively , `` disputes '' ) will be settled by binding arbitration ( the `` arbitration agreement '' ) . 	Contract by using
if there is a dispute about whether this arbitration agreement can be enforced or applies to our dispute , you and airbnb agree that the arbitrator will decide that issue . 	Other
19.5 exceptions to arbitration agreement . 	Other
you and airbnb each agree that the following claims are exceptions to the arbitration agreement and will be brought in a judicial proceeding in a court of competent jurisdiction : ( i ) any claim related to actual or threatened infringement , misappropriation or violation of a party 's copyrights , trademarks , trade secrets , patents , or other intellectual property rights ; ( ii ) any claim seeking emergency injunctive relief based on exigent circumstances ( e.g. , imminent danger or commission of a crime , hacking , cyber-attack ) . 	Other
19.6 arbitration rules and governing law . 	Other
this arbitration agreement evidences a transaction in interstate commerce and thus the federal arbitration act governs the interpretation and enforcement of this provision . 	Other
the arbitration will be administered by aaa in accordance with the consumer arbitration rules ( the `` aaa rules `` ) then in effect , except as modified here . 	Other
the aaa rules are available at www.adr.org or by calling the aaa at 1 -- 800 -- 778 -- 7879 . 	Other
19.7 modification to aaa rules - arbitration hearing/location . 	Other
in order to make the arbitration most convenient to you , airbnb agrees that any required arbitration hearing may be conducted , at your option , ( a ) in the county where you reside ; ( b ) in san francisco county ; ( c ) in any other location to which you and airbnb both agree ; ( d ) via phone or video conference ; or ( e ) for any claim or counterclaim under $ 25,000 , by solely the submission of documents to the arbitrator . 	Other
19.8 modification of aaa rules - attorney 's fees and costs . 	Other
you may be entitled to seek an award of attorney fees and expenses if you prevail in arbitration , to the extent provided under applicable law and the aaa rules . 	Other
unless the arbitrator determines that your claim was frivolous or filed for the purpose of harassment , airbnb agrees it will not seek , and hereby waives all rights it may have under applicable law or the aaa rules , to recover attorneys ' fees and expenses if it prevails in arbitration . 	Other
the arbitrator 's decision will include the essential findings and conclusions upon which the arbitrator based the award . 	Other
judgment on the arbitration award may be entered in any court with proper jurisdiction . 	Other
the arbitrator may award declaratory or injunctive relief only on an individual basis and only to the extent necessary to provide relief warranted by the claimant 's individual claim . 	Other
you and airbnb acknowledge and agree that we are each waiving the right to a trial by jury as to all arbitrable disputes . 	Other
19.11 no class actions or representative proceedings . 	Other
you and airbnb acknowledge and agree that we are each waiving the right to participate as a plaintiff or class member in any purported class action lawsuit , class-wide arbitration , private attorney-general action , or any other representative proceeding as to all disputes . 	Other
further , unless you and airbnb both otherwise agree in writing , the arbitrator may not consolidate more than one party 's claims and may not otherwise preside over any form of any class or representative proceeding . 	Other
if this paragraph is held unenforceable with respect to any dispute , then the entirety of the arbitration agreement will be deemed void with respect to such dispute . 	Other
except as provided in section 19.11 , in the event that any portion of this arbitration agreement is deemed illegal or unenforceable , such provision shall be severed and the remainder of the arbitration agreement shall be given full force and effect . 	Other
notwithstanding the provisions of section 3 ( `` modification of these terms '' ) , if airbnb changes this section 19 ( `` dispute resolution and arbitration agreement '' ) after the date you last accepted these terms ( or accepted any subsequent changes to these terms ) , you may reject any such change by sending us written notice ( including by email ) within thirty ( 30 ) days of the date such change became effective , as indicated in the `` last updated '' date above or in the date of airbnb 's email to you notifying you of such change . 	Other
by rejecting any change , you are agreeing that you will arbitrate any dispute between you and airbnb in accordance with the provisions of the `` dispute resolution and arbitration agreement '' section as of the date you last accepted these terms ( or accepted any subsequent changes to these terms ) . 	Other
except as provided in section 19.12 and subject to section 15.8 , this section 19 will survive any termination of these terms and will continue to apply even if you stop using the airbnb platform or terminate your airbnb account . 	Other
we welcome and encourage you to provide feedback , comments and suggestions for improvements to the airbnb platform ( `` feedback `` ) . 	Other
you may submit feedback by emailing us , through the `` contact '' section of the airbnb platform , or by other means of communication . 	Other
any feedback you submit to us will be considered non-confidential and non-proprietary to you . 	Other
by submitting feedback to us , you grant us a non-exclusive , worldwide , royalty-free , irrevocable , sub-licensable , perpetual license to use and publish those ideas and materials for any purpose , without compensation to you . 	Other
21.1 if you reside in the united states , these terms will be interpreted in accordance with the laws of the state of california and the united states of america , without regard to conflict-of-law provisions . 	Limitation of liability
judicial proceedings ( other than small claims actions ) that are excluded from the arbitration agreement in section 19 must be brought in state or federal court in san francisco , california , unless we both agree to some other location . 	Unilateral termination
you and we both consent to venue and personal jurisdiction in san francisco , california . 	Unilateral termination
21.2 if you reside in china these terms will be interpreted in accordance with the laws of china ( `` china laws '' ) . 	Limitation of liability
any dispute arising from or in connection with this agreement shall be submitted to the china international economic and trade arbitration commission ( cietac ) for arbitration in beijing which shall be conducted in accordance with cietac 's arbitration rules in effect at the time of applying for arbitration , provided that this section shall not be construed to limit any rights which airbnb may have to apply to any court of competent jurisdiction for an order requiring you to perform or be prohibited from performing certain acts and other provisional relief permitted under china laws or any other laws that may apply to you . 	Contract by using
the arbitration proceedings shall be conducted in english . 	Other
the arbitral award rendered is final and binding upon both parties . 	Other
21.3 if you reside outside of the united states and china , these terms will be interpreted in accordance with irish law . 	Limitation of liability
the application of the united nations convention on contracts for the international sale of goods ( cisg ) is excluded . 	Other
the choice of law does not impact your rights as a consumer according to the consumer protection regulations of your country of residence . 	Other
if you are acting as a consumer , you agree to submit to the non-exclusive jurisdiction of the irish courts . 	Unilateral termination
judicial proceedings that you are able to bring against us arising from or in connection with these terms may only be brought in a court located in ireland or a court with jurisdiction in your place of residence . 	Other
if airbnb wishes to enforce any of its rights against you as a consumer , we may do so only in the courts of the jurisdiction in which you are a resident . 	Other
if you are acting as a business , you agree to submit to the exclusive jurisdiction of the irish courts . 	Other
22.1 except as they may be supplemented by additional terms and conditions , policies , guidelines or standards , these terms constitute the entire agreement between airbnb and you pertaining to the subject matter hereof , and supersede any and all prior oral or written understandings or agreements between airbnb and you in relation to the access to and use of the airbnb platform . 	Other
22.2 no joint venture , partnership , employment , or agency relationship exists between you and airbnb as a result of this agreement or your use of the airbnb platform . 	Other
22.3 these terms do not and are not intended to confer any rights or remedies upon any person other than the parties . 	Other
22.4 if any provision of these terms is held to be invalid or unenforceable , such provision will be struck and will not affect the validity and enforceability of the remaining provisions . 	Other
22.5 airbnb 's failure to enforce any right or provision in these terms will not constitute a waiver of such right or provision unless acknowledged and agreed to by us in writing . 	Other
except as expressly set forth in these terms , the exercise by either party of any of its remedies under these terms will be without prejudice to its other remedies under these terms or otherwise permitted under law . 	Other
22.6 you may not assign , transfer or delegate this agreement and your rights and obligations hereunder without airbnb 's prior written consent . 	Other
airbnb may without restriction assign , transfer or delegate this agreement and any rights and obligations hereunder , at its sole discretion , with 30 days prior notice . 	Other
your right to terminate this agreement at any time remains unaffected . 	Other
22.7 unless specified otherwise , any notices or other communications to members permitted or required under this agreement , will be in writing and given by airbnb via email , airbnb platform notification , or messaging service ( including sms and wechat ) . 	Other
for notices made to members residing outside of germany , the date of receipt will be deemed the date on which airbnb transmits the notice . 	Other
22.8 if you reside in the eu you can access the european commission 's online dispute resolution platform here : http://ec.europa.eu/consumers/odr . 	Other
please note that airbnb ireland is not committed nor obliged to use an alternative dispute resolution entity to resolve disputes with consumers . 	Other
22.9 if you have any questions about these terms please email us . 	Other
crowdtangle , inc. ( `` crowdtangle , '' `` we '' or `` us '' ) is a social analytic platform that helps publishers and media companies surface stories that matter , measure their social performance and identify influencers . 	Other
these terms and conditions ( `` terms of service '' ) govern your access to and use of crowdtangle 's website , platform integrations and other features or services ( collectively , our `` services '' ) , and any and all information , text , graphics , photos or other materials uploaded , downloaded , or appearing on the services ( collectively `` content '' ) . 	Other
in order to access and use our services , you agree to these terms of service , which incorporate by reference the crowdtangle privacy policy . 	Choice of law
crowdtangle may , in its sole discretion , update or otherwise change the terms of service from time to time . 	Content removal
when crowdtangle changes the terms of service in a material manner , we will modify the ` effective ' date at the bottom of these terms of service . 	Other
your continued use of the services after any such change constitutes your acceptance of the new terms of service . 	Choice of law
subject to the terms and conditions set out in these terms of service , you are hereby granted a non-exclusive , limited , non-transferable , freely revocable license to use the services for your internal business purposes . 	Other
crowdtangle reserves all rights not expressly granted herein in the services or the content . 	Other
crowdtangle and its licensors retain title to and ownership of all rights ( including copyright , trade-mark , patent , trade secret and all other intellectual property rights ) in and to the services and crowdtangle 's content . 	Other
you acquire no rights whatsoever to all or any part of the services except for the limited use rights granted by these terms of service . 	Other
all rights not expressly granted to you are reserved to crowdtangle and its licensors . 	Other
you may choose to , or we may invite you to , submit comments or ideas about the services , including without limitation about how to improve the services or our products ( `` feedback '' ) . 	Other
by submitting any feedback , you agree that your disclosure is gratuitous , unsolicited and without restriction and will not place crowdtangle under any fiduciary or other obligation , and that we are free to use the feedback without any additional compensation to you , and/or to disclose the feedback on a non-confidential basis or otherwise to anyone . 	Other
you further acknowledge that , by acceptance of your submission , crowdtangle does not waive any rights to use similar or related ideas previously known to crowdtangle , or developed by its employees , or obtained from sources other than you . 	Other
crowdtangle may terminate the license granted per these terms of service at any time at its discretion . 	Unilateral change
we may maintain different types of accounts for different types of users , such as ( i ) an individual account , or ( ii ) an account opened on behalf of a company , organization , or other entity . 	Other
depending on the nature of your account , `` you '' will refer to yourself and any entity that you are acting on behalf of . 	Other
when creating your account , you must provide accurate and complete information as requested , including personal information such as your name and contact information . 	Other
you must keep this information up to date . 	Other
for accounts created per section 1 ( ii ) above , you represent and warrant that you are an authorized representative of the entity with the authority to bind the entity to this agreement , and that you agree to this agreement on the entity 's behalf . 	Other
each unique user must represent a person and not any sort of automated bot or set of people . 	Other
you are responsible for maintaining the security of your account login information and for any activities or actions occurring under your account . 	Other
you must notify crowdtangle immediately of any breach of security or unauthorized use of your account . 	Other
crowdtangle will not be responsible for any loss or damages resulting from your failure to comply with this obligation or otherwise any unauthorized use of your account . 	Other
you may never use another 's account without permission . 	Other
accounts can not be offered to anyone not employed by you or acting on your behalf . 	Other
you are responsible for , and assume all risks associated with , your use of the services and for any content accessed or made available to others through your account ( even if that content is accessed or made available by others ) . 	Other
crowdtangle will not be held responsible for your use of the services . 	Other
to access or use the services , you must be able to form a binding contract with crowdtangle and you must not be prohibited from receiving the services under united states law or any other applicable laws . 	Other
you may only use the services to : ( a ) access content on crowdtangle 's platform ; and ( b ) access , manage and obtain content from other platforms ( e.g. , twitter , facebook ) in accordance with these terms of service and any terms specified by those other platforms . 	Other
you may not access or search , or attempt to access or search the services by any means ( automated or otherwise ) except through crowdtangle 's currently available interfaces . 	Other
you may not use the services for any illegal or unauthorized purpose , including in any way that violates copyright or other laws applicable in united states or otherwise applicable to you . 	Other
you must protect the information you receive from us against unauthorized access , use , or disclosure . 	Other
for example , do n't use data obtained from us to provide tools that are used for surveillance . 	Other
you may not use the services in a way that is detrimental to the operation of the services or the access or use of the services by anyone else . 	Other
this restriction applies to any use that interferes or attempts to interfere with the normal operations of the services , including by hacking , deleting , augmenting or altering the services or any content . 	Other
you may not , without crowdtangle 's prior written permission ( including the permissions granted by these terms of service ) : ( a ) copy , distribute ( including by framing any of the services on any web site ) , modify , enhance , translate , reproduce , sell , resell , sublicense , rent , lease , or otherwise attempt to exploit the services ; ( b ) decompile , disassemble , reverse engineer , or otherwise attempt to discover the source code ( except to the extent that this restriction is expressly prohibited by law ) ; ( c ) make derivative works of the services ; or ( d ) modify another website so as to falsely imply that it is associated with the services , crowdtangle or any other crowdtangle products or services . 	Other
you may not display content from crowdtangle as any sort of public-facing display , app , product or otherwise external format without the express written consent of crowdtangle . 	Other
you may not sell or license any of the content from , or otherwise accessed through , the services without the express written consent of crowdtangle . 	Other
you may not transfer any data that you receive from us ( including anonymous , aggregate , or derived data ) to any ad network , data broker or other advertising or monetization-related service . 	Other
you must not transmit or otherwise make available to others any worms or viruses or any code of a destructive nature through the services . 	Other
you understand that by using the services you may be exposed to content that might be unlawful , offensive , harmful , inaccurate , or otherwise inappropriate or deceptive . 	Other
crowdtangle does not pre-screen content and can not be responsible for the content accessed or made available to others through the services . 	Other
if you choose to cancel your account , contact privacyct@fb.com . 	Other
crowdtangle , in its sole discretion , has the right to suspend , terminate or restrict your access to the services , or any other crowdtangle service , for any reason and at any time . 	Unilateral change
